Movie_id,Name,Year,Time,Genre,Rating,Score,Description,Directors_cast,Stars,Votes,Total
4023,24 Hours to Live,2017,93.0,Action  Sci-Fi  Thriller,5.8,,An assassin seeks redemption after being given a second chance at life.,Brian Smrz,"Ethan Hawke, Qing Xu, Paul Anderson, Rutger Hauer","15,081",
4024,Over the Hedge,2006,83.0,Animation  Adventure  Comedy,6.7,,A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.,"Tim Johnson, Karey Kirkpatrick","Bruce Willis, Garry Shandling, Steve Carell, Wanda Sykes","179,206",$155.02M
4025,RoboCop,2014,117.0,Action  Crime  Sci-Fi,6.1,52.0,In 2028 Detroit when Alex Murphy a loving husband father and good cop is critically injured in the line of duty the multinational conglomerate OmniCorp sees their chance for a part-man part-robot police officer.,José Padilha,"Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish","231,772",$58.61M
4026,The Glades,2010–2013,60.0,Action  Crime  Drama,7.4,,A former Chicago cop moves to a small Florida town and joins the state police.,,"Matt Passmore, Kiele Sanchez, Carlos Gómez, Jordan Wall","13,997",
4027,The Take,2016,92.0,Action  Crime  Drama,6.3,48.0,A young pickpocket and an unruly CIA agent team up on an anti-terrorist mission in France.,James Watkins,"Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly","46,032",$0.04M
4028,Footloose,2011,113.0,Comedy  Drama  Music,5.8,58.0,City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned and his rebellious spirit shakes up the populace.,Craig Brewer,"Kenny Wormald, Julianne Hough, Dennis Quaid, Andie MacDowell","51,062",$51.80M
4029,Bonnie and Clyde,1967,111.0,Action  Biography  Crime,7.7,,Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country stealing cars and robbing banks.,Arthur Penn,"Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman","115,249",
4030,Alone, 2020,98.0,Drama  Horror  Mystery,6.2,,A recently widowed traveler is kidnapped by a cold blooded killer only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her.,John Hyams,"Jules Willcox, Marc Menchaca, Anthony Heald, Jonathan Rosenthal","22,201",
4031,M*A*S*H,1970,116.0,Comedy  Drama  War,7.4,,The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.,Robert Altman,"Donald Sutherland, Elliott Gould, Tom Skerritt, Sally Kellerman","74,331",$81.60M
4032,Ghostbusters II,1989,108.0,Action  Comedy  Fantasy,6.6,56.0,The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.,Ivan Reitman,"Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis","211,681",$112.49M
4033,Be Cool,2005,118.0,Comedy  Crime  Music,5.6,,Disenchanted with the movie industry Chili Palmer tries the music industry meeting and romancing a widow of a music executive on the way.,F. Gary Gray,"John Travolta, Uma Thurman, Dwayne Johnson, Vince Vaughn","70,618",$56.05M
4034,Reign of Fire,2002,101.0,Action  Adventure  Fantasy,6.2,,A brood of fire-breathing dragons emerges from the earth and begins setting everything ablaze establishing dominance over the planet.,Rob Bowman,"Matthew McConaughey, Christian Bale, Izabella Scorupco, Gerard Butler","139,256",$43.06M
4035,Red Eye,2005,85.0,Thriller,6.5,,A woman is kidnapped by a stranger on a routine flight. Threatened by the potential murder of her father she is pulled into a plot to assist her captor in a political assassination.,Wes Craven,"Rachel McAdams, Cillian Murphy, Brian Cox, Laura Johnson","125,678",$57.89M
4036,Juniper, 2021,94.0,Drama,6.5,,When a self-destructive teenager is suspended from school and asked to look after his feisty alcoholic grandmother as a punishment the crazy time they spend together turns his life around.,Matthew J. Saville,"Charlotte Rampling, Marton Csokas, George Ferrier, Edith Poor","1,108",
4037,A Different World,1987–1993,60.0,Comedy,7.0,,A group of students at a historically Black university struggle to make it through college.,,"Lisa Bonet, Kadeem Hardison, Jasmine Guy, Darryl M. Bell","7,343",
4038,Accepted,2006,93.0,Comedy,6.4,47.0,A high school slacker whos rejected by every school he applies to opts to create his own institution of higher learning the South Harmon Institute of Technology on a rundown piece of property near his hometown.,Steve Pink,"Justin Long, Jonah Hill, Blake Lively, Adam Herschman","134,988",$36.32M
4039,The Huntsman: Winter's War,2016,114.0,Action  Adventure  Drama,6.1,,Eric and fellow warrior Sara raised as members of ice Queen Freyas army try to conceal their forbidden love as they fight to survive the wicked intentions of both Freya and her sister Ravenna.,Cedric Nicolas-Troyan,"Chris Hemsworth, Jessica Chastain, Charlize Theron, Emily Blunt","112,925",$48.39M
4040,Girl with a Pearl Earring,2003,100.0,Biography  Drama  Romance,6.9,,A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.,Peter Webber,"Scarlett Johansson, Colin Firth, Tom Wilkinson, Judy Parfitt","79,586",$11.63M
4041,The Pacifier,2005,95.0,Action  Comedy  Drama,5.6,,Having recovered from wounds received in a failed rescue operation Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains in the kids house.,Adam Shankman,"Vin Diesel, Brittany Snow, Max Thieriot, Brad Garrett","96,548",$113.09M
4042,The Electrical Life of Louis Wain,2021,111.0,Biography  Drama  History,6.8,,English artist Louis Wain rises to prominence at the end of the 19th century for his surreal cat paintings that seemed to reflect his declining sanity.,Will Sharpe,"Benedict Cumberbatch, Claire Foy, Andrea Riseborough, Toby Jones","16,445",
4043,Jupiter Ascending,2015,127.0,Action  Adventure  Sci-Fi,5.3,40.0,A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.,"Lana Wachowski, Lilly Wachowski","Channing Tatum, Mila Kunis, Eddie Redmayne, Sean Bean","190,331",$47.39M
4044,All Rise,2019– ,44.0,Drama,6.9,,A look at the personal and professional lives of the judges lawyers clerks bailiffs and cops who work at an L.A. County courthouse.,,"Simone Missick, Wilson Bethel, Jessica Camacho, J. Alex Brinson","5,348",
4045,Waiting for Guffman,1996,84.0,Comedy,7.4,,An aspiring director and the marginally talented amateur cast of a hokey small-town Missouri musical production go overboard when they learn that someone from Broadway will be in attendance.,Christopher Guest,"Christopher Guest, Fred Willard, Catherine OHara, Parker Posey","29,640",$2.92M
4046,The Nun 2,2023,,Horror  Mystery  Thriller,,,Sequel to the 2018 hit film --- The Nun.,Michael Chaves,"Storm Reid, Anna Popplewell, Taissa Farmiga, Bonnie Aarons",,
4047,Harlots,2017–2019,45.0,Drama,7.7,,Brothel owner Margaret Wells struggles to raise her daughters in London during the 18th century.,,"Lesley Manville, Kate Fleetwood, Holli Dempsey, Eloise Smyth","9,493",
4048,The Bourne Legacy,2012,135.0,Action  Adventure  Thriller,6.6,,An expansion of the universe from Robert Ludlums novels centered on a new hero whose stakes have been triggered by the events of the previous three films.,Tony Gilroy,"Jeremy Renner, Rachel Weisz, Edward Norton, Scott Glenn","305,876",$113.20M
4049,The Voyeur,1994,90.0,Drama  Romance,5.5,,A troubled college professor becomes obsessed with the idea that his emotionally distant wife is having an affair with his invalid father.,Tinto Brass,"Katarina Vasilissa, Francesco Casale, Cristina Garavaglia, Raffaella Offidani","3,585",
4050,News of the World,2020,118.0,Action  Adventure  Drama,6.8,,A Civil War veteran agrees to deliver a girl taken by the Kiowa people years ago to her aunt and uncle against her will. They travel hundreds of miles and face grave dangers as they search for a place that either can call home.,Paul Greengrass,"Tom Hanks, Helena Zengel, Tom Astor, Travis Johnson","89,197",
4051,M,1931,117.0,Crime  Mystery  Thriller,8.3,,When the police in a German city are unable to catch a child-murderer other criminals join in the manhunt.,Fritz Lang,"Peter Lorre, Ellen Widmann, Inge Landgut, Otto Wernicke","160,084",$0.03M
4052,Star Trek II: The Wrath of Khan,1982,113.0,Action  Adventure  Sci-Fi,7.7,,With the assistance of the Enterprise crew Admiral Kirk must stop an old nemesis Khan Noonien Singh from using the life-generating Genesis Device as the ultimate weapon.,Nicholas Meyer,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan","123,956",$78.91M
4053,The Secret of Moonacre,2008,103.0,Adventure  Family  Fantasy,6.0,,Maria inherits a book of secrets from her dad. She moves to her uncles Moonacre estate. A family curse was cast on the valley. Only Maria can break it using her book.,Gabor Csupo,"Ioan Gruffudd, Dakota Blue Richards, Tim Curry, Juliet Stevenson","10,470",
4054,Drop Dead Gorgeous,1999,97.0,Comedy  Romance  Thriller,6.6,,A small-town beauty pageant turns deadly as it becomes clear that someone will go to any lengths to win.,Michael Patrick Jann,"Kirsten Dunst, Denise Richards, Ellen Barkin, Allison Janney","38,281",$10.56M
4055,Sinking Spring,2023– ,,Drama,,,Follows long-time friends and delinquents who pose as DEA agents to rob a house in the countryside but end up unintentionally revealing and unraveling the biggest hidden narcotics corridor on the Eastern seaboard.,,"Brian Tyree Henry, Kate Mulgrew, Marin Ireland, Scot Teller",,
4056,Queen Sugar,2016–2022,60.0,Drama,7.8,,Follows the life of three siblings one of whom moves from Los Angeles to Louisiana to claim a shared inheritance from their recently departed father - an 800-acre sugarcane farm.,,"Rutina Wesley, Kofi Siriboe, Omar J. Dorsey, Nicholas L. Ashe","5,280",
4057,Assassin Club,2023,134.0,Action  Thriller,6.3,,An assassin is given a contract to kill seven people around the world only to discover the targets are also assassins who have been hired to kill him.,Camille Delamarre,"Henry Golding, Daniela Melchior, Sam Neill, Noomi Rapace",123,
4058,21 Grams,2003,124.0,Crime  Drama  Thriller,7.6,,A freak accident brings together a critically ill mathematician a grieving mother and a born-again ex-con.,Alejandro G. Iñárritu,"Sean Penn, Benicio Del Toro, Naomi Watts, Danny Huston","239,936",$16.29M
4059,Tag, 2018,100.0,Action  Comedy,6.5,56.0,A small group of former classmates organize an elaborate annual game of tag that requires some to travel all over the country.,Jeff Tomsic,"Jeremy Renner, Ed Helms, Jake Johnson, Jon Hamm","137,128",$54.55M
4060,Let the Right One In,2008,114.0,Drama  Fantasy  Horror,7.9,,Oskar an overlooked and bullied boy finds love and revenge through Eli a beautiful but peculiar girl.,Tomas Alfredson,"Kåre Hedebrant, Lina Leandersson, Per Ragnar, Henrik Dahl","220,230",$2.12M
4061,Ocean's Thirteen,2007,122.0,Crime  Thriller,6.9,,Danny Ocean rounds up the boys for a third heist after casino owner Willy Bank double-crosses one of the original eleven Reuben Tishkoff.,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Michael Mantell","352,747",$117.15M
4062,Suspiria,1977,99.0,Crime  Horror,7.3,,An American newcomer to a prestigious German ballet academy comes to realize that the school is a front for something sinister amid a series of grisly murders.,Dario Argento,"Jessica Harper, Stefania Casini, Flavio Bucci, Miguel Bosé","96,944",
4063,The House, 2022,97.0,Animation  Comedy  Drama,6.8,,Across different eras a poor family an anxious developer and a fed-up landlady become tied to the same mysterious house in this animated dark comedy.,"Paloma Baeza, Emma De Swaef, Niki Lindroth von Bahr, Marc James Roels","Mia Goth, Matthew Goode, Claudie Blakley, Eleanor De Swaef-Roels","18,460",
4064,Hot Shots!,1991,84.0,Action  Comedy,6.7,,A parody of Top Gun (1986) in which a talented but unstable fighter pilot must overcome the ghosts of his father and save a mission sabotaged by greedy weapons manufacturers.,Jim Abrahams,"Charlie Sheen, Cary Elwes, Valeria Golino, Lloyd Bridges","111,029",$69.47M
4065,Black Lightning,2017–2021,43.0,Action  Drama  Sci-Fi,6.1,,A crusading school principal gets back into action as the original African-American electrical superhero.,,"Cress Williams, Nafessa Williams, Christine Adams, Marvin Jones III","26,064",
4066,The Royals,2015–2018,42.0,Drama,7.4,,Drama about a fictional British royal family in modern-day London.,,"Joan Collins, William Moseley, Alexandra Park, Jake Maskall","13,510",
4067,Incident in a Ghostland,2018,91.0,Drama  Horror  Mystery,6.4,44.0,A mother of two who inherits a house is confronted with murderous intruders on the first night in their new home and fights for her daughters lives. Sixteen years later when the daughters reunite at the house things get really strange.,Pascal Laugier,"Crystal Reed, Mylène Farmer, Anastasia Phillips, Emilia Jones","34,566",
4068,"My Neighbor, Adolf",2022,96.0,Comedy  Drama,6.3,,"South America 1960. A lonely and grumpy Holocaust survivor convinces himself that his new neighbor is none other than Adolf Hitler. Not being taken seriously he starts an independent ...                See full summary »
",Leon Prudovsky,"David Hayman, Udo Kier, Danharry Colorado, Jaime Correa",537,
4069,Top of the Lake,2013–2017,60.0,Crime  Drama  Mystery,7.4,,Obsessed with the disappearance of a 12-year-old pregnant girl near a freezing lake in New Zealand a brave detective will find herself up against small-town secrets and a side of herself that was meticulously kept at bay.,,"Elisabeth Moss, David Wenham, Peter Mullan, Thomas M. Wright","36,343",
4070,"Me, Myself & Irene",2000,116.0,Comedy,6.6,49.0,A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.,"Bobby Farrelly, Peter Farrelly","Jim Carrey, Renée Zellweger, Anthony Anderson, Mongo Brownlee","241,563",$90.57M
4071,P-Valley,2020– ,60.0,Crime  Drama,7.3,,Follows the lives of strip-club dancers working down in the Dirty Delta.,,"Nicco Annan, Shannon Thornton, J. Alphonse Nicholson, Brandee Evans","10,571",
4072,Blow-Up,1966,111.0,Drama  Mystery  Thriller,7.5,,A fashion photographer unknowingly captures a death on film after following two lovers in a park.,Michelangelo Antonioni,"David Hemmings, Vanessa Redgrave, Sarah Miles, John Castle","64,144",
4073,Grumpy Old Men,1993,103.0,Comedy  Drama  Romance,7.0,53.0,A lifelong feud between two neighbors since childhood only gets worse when a new female neighbor moves across the street.,Donald Petrie,"Jack Lemmon, Walter Matthau, Ann-Margret, Burgess Meredith","51,000",$70.17M
4074,Absentia,2017–2020,60.0,Crime  Drama  Mystery,7.2,,After being declared dead in absentia an FBI agent must reclaim her family identity and innocence when she finds herself the prime suspect in a string of murders.,,"Stana Katic, Patrick Heusinger, Neil Jackson, Paul Freeman","16,145",
4075,The Penguin,2023– ,,Crime  Drama  Fantasy,,,It follows the transformation of Oswald Cobblepot from a disfigured nobody to a noted Gotham gangster.,,"Colin Farrell, Clancy Brown, Cristin Milioti, Shohreh Aghdashloo",,
4076,Roswell,1999–2002,42.0,Drama  Mystery  Romance,7.5,,The lives of three young alien/human hybrids with extraordinary gifts in Roswell.,,"Shiri Appleby, Jason Behr, Katherine Heigl, Majandra Delfino","29,764",
4077,Dennis the Menace,1993,94.0,Comedy  Family,5.6,49.0,When his parents must go out of town on business Dennis stays with Mr. and Mrs. Wilson. He is driving Mr. Wilson crazy but he is just trying to be helpful even to the thief who has arrived in town.,Nick Castle,"Walter Matthau, Mason Gamble, Joan Plowright, Christopher Lloyd","62,570",$51.27M
4078,While You Were Sleeping,1995,103.0,Comedy  Drama  Romance,6.8,,A hopelessly romantic Chicago Transit Authority token collector is mistaken for the fiancée of a coma patient.,Jon Turteltaub,"Sandra Bullock, Bill Pullman, Peter Gallagher, Peter Boyle","106,738",$81.06M
4079,Valley Girl,1983,99.0,Comedy  Romance,6.4,,Julie a girl from the valley meets Randy a punk from the city. They are from different worlds and find love. Somehow they need to stay together in spite of her trendy shallow friends.,Martha Coolidge,"Nicolas Cage, Deborah Foreman, Elizabeth Daily, Michael Bowen","16,504",$16.80M
4080,Wild Bill,2011,98.0,Drama,7.2,,A street-toughened parolee finds his two boys abandoned by their mum and fending for themselves. Time to step up or not.,Dexter Fletcher,"Charlie Creed-Miles, Will Poulter, Sammy Williams, Iwan Rheon","13,768",
4081,Star Trek VI: The Undiscovered Country,1991,110.0,Action  Adventure  Sci-Fi,7.2,,On the eve of retirement Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.,Nicholas Meyer,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan","77,419",$74.89M
4082,The Card Counter,2021,111.0,Crime  Drama  Thriller,6.2,,Redemption is the long game in Paul Schraders THE CARD COUNTER. Told with Schraders trademark cinematic intensity the revenge thriller tells the story of an ex-military interrogator turned gambler haunted by the ghosts of his past.,Paul Schrader,"Oscar Isaac, Tiffany Haddish, Tye Sheridan, Willem Dafoe","37,198",
4083,Ironheart,2023– ,,Action  Adventure  Drama,,,Genius teenage inventor Riri Williams creates the most advanced suit of armor since Iron Man.,,"Dominique Thorne, Alden Ehrenreich, Manny Montana, Anthony Ramos",,
4084,The Conversation,1974,113.0,Drama  Mystery  Thriller,7.8,,A paranoid secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.,Francis Ford Coppola,"Gene Hackman, John Cazale, Allen Garfield, Frederic Forrest","114,464",$4.42M
4085,I Now Pronounce You Chuck & Larry,2007,115.0,Comedy  Romance,5.9,,Two straight single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits.,Dennis Dugan,"Adam Sandler, Kevin James, Jessica Biel, Dan Aykroyd","149,548",$120.06M
4086,Splash,1984,111.0,Comedy  Fantasy  Romance,6.3,,A young man is reunited with a mermaid who saved him from drowning as a boy. He falls in love with her not knowing who or what she is.,Ron Howard,"Tom Hanks, Daryl Hannah, Eugene Levy, John Candy","79,109",$62.10M
4087,The Magic Flute,2022,124.0,Adventure  Fantasy  Musical,6.2,,17-year-old Tim Walker as he travels from London to the Austrian Alps to attend the legendary Mozart boarding school. There he discovers a centuries-old forgotten passageway into the fantastic world of Mozarts The Magic Flute.,Florian Sigl,"F. Murray Abraham, Iwan Rheon, Jeanne Goursaud, Amir Wilson",184,
4088,Trying,2020–2023,30.0,Comedy  Drama  Romance,7.9,,All Jason and Nikki want is a baby but its the one thing they just cant have. So they decide to adopt. With their dysfunctional friends screwball family and chaotic lives will the adoption panel think theyre ready to be parents?,,"Rafe Spall, Esther Smith, Sian Brooke, Oliver Chris","9,192",
4089,PAW Patrol: The Movie,2021,86.0,Animation  Action  Adventure,6.1,50.0,Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,Cal Brunker,"Tyler Perry, Ron Pardo, Will Brisbin, Kingsley Marshall","6,702",$40.13M
4090,Amistad,1997,155.0,Biography  Drama  History,7.3,,In 1839 the revolt of Mende captives aboard a Spanish owned ship causes a major controversy in the United States when the ship is captured off the coast of Long Island. The courts must decide whether the Mende are slaves or legally free.,Steven Spielberg,"Djimon Hounsou, Matthew McConaughey, Anthony Hopkins, Morgan Freeman","79,089",$44.18M
4091,The Suite Life of Zack & Cody,2005–2008,30.0,Comedy  Family,6.6,,Comedy about identical twins living at the Tipton Hotel with their single mother who is a lounge singer at the hotel.,,"Cole Sprouse, Dylan Sprouse, Brenda Song, Ashley Tisdale","37,530",
4092,Jonathan Creek,1997–2016,60.0,Comedy  Crime  Drama,8.1,,Jonathan Creek a magician with a natural ability for solving puzzles works from his home in a converted windmill. He uses his abilities to solve impossible crimes and mysterious murders.,,"Alan Davies, Caroline Quentin, Stuart Milligan, Julia Sawalha","8,271",
4093,The Lover,1992,115.0,Biography  Drama  Romance,6.8,59.0,In 1929 French Indochina a French teenage girl embarks on a reckless and forbidden romance with a wealthy older Chinese man each knowing that knowledge of their affair will bring drastic consequences to each other.,Jean-Jacques Annaud,"Jane March, Tony Ka Fai Leung, Jeanne Moreau, Frédérique Meininger","22,202",$4.90M
4094,Dark Matter,2015–2017,42.0,Adventure  Drama  Mystery,7.5,,In the dystopian 27th century six people wake up on a deserted spaceship with no memory of who they are or what theyre doing there. They reluctantly team up and set off to find answers with the help of a female android.,,"Melissa ONeil, Anthony Lemke, Alex Mallari Jr., Jodelle Ferland","43,247",
4095,Spidey and His Amazing Friends,2021– ,22.0,Animation  Action  Adventure,6.0,,Follow Peter Parker Gwen Stacy and Miles Morales and their adventures as the young heroes team up with Hulk Ms. Marvel and Black Panther to take down foes like Rhino Doc Oock and Green Goblin.,,"Benjamin Valic, Jakari Fraser, Lily Sanfelippo, JP Karliak",635,
4096,R.V.: Runaway Vacation,2006,99.0,Adventure  Comedy  Family,5.6,,Bob Munro and his dysfunctional family rent an RV for a road trip to the Colorado Rockies where they ultimately have to contend with a bizarre community of campers.,Barry Sonnenfeld,"Robin Williams, Cheryl Hines, Kristin Chenoweth, JoJo","61,265",$71.73M
4097,Cocktail,1988,104.0,Comedy  Drama  Romance,5.9,,A talented New York City bartender takes a job at a bar in Jamaica and falls in love.,Roger Donaldson,"Tom Cruise, Bryan Brown, Elisabeth Shue, Lisa Banes","87,632",$78.22M
4098,Miss Fisher's Murder Mysteries,2012–2015,60.0,Crime  Drama  History,8.2,,A female sleuth sashays through the back lanes and jazz clubs of Melbourne in the late 1920s fighting injustice with her pearl-handled pistol and her dagger-sharp wit.,,"Essie Davis, Nathan Page, Hugo Johnstone-Burt, Ashleigh Cummings","16,622",
4099,Avatar: The Last Airbender,,,Action  Adventure  Comedy,,,Live-action adaptation of the animated series centering on the adventures of Aang and his friends who fight to save the world by defeating the Fire-Nation.,,"Tamlyn Tomita, Daniel Dae Kim, Ken Leung, Paul Sun-Hyung Lee",,
4100,Repo! The Genetic Opera,2008,98.0,Horror  Musical  Sci-Fi,6.4,,A worldwide epidemic encourages a biotech company to launch an organ-financing program similar in nature to a standard car loan. The repossession clause is a killer however.,Darren Lynn Bousman,"Paul Sorvino, Anthony Head, Alexa PenaVega, Sarah Brightman","25,538",$0.14M
4101,In the Heart of the Sea,2015,122.0,Action  Adventure  Biography,6.9,47.0,A recounting of a New England whaling ships sinking by a giant whale in 1820 an experience that later inspired the great novel Moby-Dick.,Ron Howard,"Chris Hemsworth, Cillian Murphy, Brendan Gleeson, Ben Whishaw","141,949",$25.02M
4102,Pandorum,2009,108.0,Action  Horror  Mystery,6.7,,Two crew members of a spaceship wake up from hypersleep to discover that all their colleagues are missing. Despite this it appears that they are not alone.,Christian Alvart,"Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue","153,770",$10.33M
4103,American Pie 2,2001,105.0,Comedy,6.4,43.0,Jim and his friends are now in college and they decide to meet up at the beach house for some fun.,J.B. Rogers,"Jason Biggs, Seann William Scott, Shannon Elizabeth, Alyson Hannigan","260,214",$145.10M
4104,Crawl, 2019,87.0,Action  Adventure  Horror,6.1,60.0,A young woman while attempting to save her father during a category 5 hurricane finds herself trapped in a flooding house and must fight for her life against alligators.,Alexandre Aja,"Kaya Scodelario, Barry Pepper, Morfydd Clark, Ross Anderson","86,870",$39.01M
4105,"Blood In, Blood Out",1993,180.0,Crime  Drama,7.9,47.0,Based on the true life experiences of poet Jimmy Santiago Baca the film focuses on step-brothers Paco and Cruz and their bi-racial cousin Miklo.,Taylor Hackford,"Damian Chapa, Jesse Borrego, Benjamin Bratt, Enrique Castillo","32,272",$4.50M
4106,Project Power,2020,113.0,Action  Crime  Sci-Fi,6.0,51.0,When a pill that gives its users unpredictable superpowers for five minutes hits the streets of New Orleans a teenage dealer and a local cop must team with an ex-soldier to take down the group responsible for its creation.,"Henry Joost, Ariel Schulman","Jamie Foxx, Joseph Gordon-Levitt, Dominique Fishback, Rodrigo Santoro","91,396",
4107,Are You Being Served?,1972–1985,28.0,Comedy,8.0,,The misadventures of the staff of a retail floor of a major department store.,,"Mollie Sugden, John Inman, Frank Thornton, Wendy Richard","8,613",
4108,The Hunted,2003,94.0,Action  Crime  Drama,6.0,40.0,An FBI deep-woods tracker attempts to capture a trained assassin who has made a sport of hunting humans.,William Friedkin,"Tommy Lee Jones, Benicio Del Toro, Connie Nielsen, Leslie Stefanson","48,767",$34.24M
4109,The Pink Panther,2006,93.0,Adventure  Comedy  Crime,5.6,,Bumbling Inspector Clouseau must solve the murder of a famous soccer coach and find out who stole the infamous Pink Panther diamond.,Shawn Levy,"Steve Martin, Kevin Kline, Jean Reno, Emily Mortimer","88,656",$82.23M
4110,Sliding Doors,1998,99.0,Comedy  Drama  Fantasy,6.7,59.0,A London womans love life and career both hinge unknown to her on whether or not she catches a train. We see it both ways in parallel.,Peter Howitt,"Gwyneth Paltrow, John Hannah, John Lynch, Jeanne Tripplehorn","68,588",$11.88M
4111,I Spit on Your Grave,1978,101.0,Horror  Thriller,5.6,,An aspiring writer is repeatedly gang-raped humiliated and left for dead by four men she systematically hunts down to seek revenge.,Meir Zarchi,"Camille Keaton, Eron Tabor, Richard Pace, Anthony Nichols","29,390",
4112,Six,2017–2018,60.0,Action  Drama  History,7.2,,Navy SEAL Team Six attempt to eliminate a Taliban leader in Afghanistan when they discover an American citizen working with the enemy.,,"Barry Sloane, Kyle Schmid, Juan Pablo Raba, Edwin Hodge","13,091",
4113,Fiddler on the Roof,1971,181.0,Drama  Family  Musical,8.0,,In pre-revolutionary Russia a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.,Norman Jewison,"Topol, Norma Crane, Leonard Frey, Molly Picon","44,748",$80.50M
4114,A Good Year,2006,117.0,Comedy  Drama  Romance,6.9,47.0,A British investment broker inherits his uncles chateau and vineyard in Provence where he spent much of his childhood. He discovers a new laid-back lifestyle as he tries to renovate the estate to be sold.,Ridley Scott,"Russell Crowe, Abbie Cornish, Albert Finney, Marion Cotillard","97,315",$7.46M
4115,Big Eyes, 2014,106.0,Biography  Crime  Drama,7.0,,A drama about the awakening of painter Margaret Keane her phenomenal success in the 1950s and the subsequent legal difficulties she had with her husband who claimed credit for her works in the 1960s.,Tim Burton,"Amy Adams, Christoph Waltz, Danny Huston, Krysten Ritter","95,293",$14.48M
4116,Untitled Rick & Michonne Spin-Off,,,Drama  Horror  Sci-Fi,,,Follows Rick Grimes from the departure of his final season in the TV series.,,Star:Andrew Lincoln,,
4117,Smother,2021–2023,,Drama  Thriller,6.5,,On the rugged coast of County Clare Val Aherns husband is found dead at the foot of a cliff the morning after a family party. The matriarch starts to dig into the familys secrets to find out who might be responsible.,,"Dervla Kirwan, Gemma-Leah Devereux, Niamh Walsh, Elijah OSullivan","1,604",
4118,Runaways,2017–2019,60.0,Action  Drama  Sci-Fi,6.9,,After discovering their parents are super-villains in disguise a group of teenagers band together to run away from their homes in order to atone for their parents actions and to discover the secrets of their origins.,,"Rhenzy Feliz, Lyrica Okano, Virginia Gardner, Ariela Barer","27,062",
4119,How to Be Single,2016,110.0,Comedy  Drama  Romance,6.1,51.0,A group of young adults navigate love and relationships in New York City.,Christian Ditter,"Dakota Johnson, Rebel Wilson, Leslie Mann, Alison Brie","90,240",$46.84M
4120,Hillbilly Elegy,2020,116.0,Drama,6.7,,An urgent phone call pulls a Yale Law student back to his Ohio hometown where he reflects on three generations of family history and his own future.,Ron Howard,"Amy Adams, Glenn Close, Gabriel Basso, Haley Bennett","43,553",
4121,Stowaway, 2021,116.0,Adventure  Sci-Fi  Thriller,5.6,,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,Joe Penna,"Anna Kendrick, Daniel Dae Kim, Shamier Anderson, Toni Collette","48,011",
4122,If I Stay,2014,107.0,Drama  Fantasy  Music,6.7,46.0,Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if she can go on.,R.J. Cutler,"Chloë Grace Moretz, Mireille Enos, Jamie Blackley, Joshua Leonard","124,978",$50.47M
4123,Heartbreak High,2022– ,50.0,Drama  Romance,7.7,,A fresh look at Hartley High over 20 years on. With her new friends - outsiders Quinni and Darren - Amerie must repair her reputation while navigating love sex and heartbreak.,,"Ayesha Madon, James Majoos, Chloe Hayden, Asher Yasbincek","7,476",
4124,Teen Titans Go!,2013– ,10.0,Animation  Short  Action,5.4,,Superhero roommates Robin Cyborg Starfire Raven and Beast Boy love saving the day but what happens when theyre done fighting crime?,,"Greg Cipes, Khary Payton, Scott Menville, Tara Strong","22,177",
