Movie_id,Name,Year,Time,Genre,Rating,Score,Description,Directors_cast,Stars,Votes,Total
3125,The Crying Game,1992,112.0,Crime  Drama  Romance,7.2,,A British soldier kidnapped by the IRA soon befriends one of his captors who then becomes drawn into the soldiers world.,Neil Jordan,"Stephen Rea, Jaye Davidson, Forest Whitaker, Miranda Richardson","56,944",$62.55M
3126,Paddington,2014,95.0,Adventure  Comedy  Family,7.3,,A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station he meets the kindly Brown family who offer him a temporary haven.,Paul King,"Hugh Bonneville, Sally Hawkins, Julie Walters, Jim Broadbent","121,209",$76.27M
3127,Jeune & Jolie,2013,95.0,Drama  Romance,6.7,,After losing her virginity Isabelle takes up a secret life as a call girl meeting her clients for hotel-room trysts. Throughout she remains curiously aloof showing little interest in the encounters themselves or the money she makes.,François Ozon,"Marine Vacth, Géraldine Pailhas, Frédéric Pierrot, Fantin Ravat","36,167",$0.05M
3128,Carnivàle,2003–2005,55.0,Drama  Fantasy  Mystery,8.4,,During the Great Depression an Oklahoma farm boy and a charismatic minister learn that they are key players in a proxy war being fought between Heaven and Hell.,,"Adrienne Barbeau, Debra Christofferson, Clea DuVall, Cynthia Ettinger","45,396",
3129,Cat on a Hot Tin Roof,1958,108.0,Drama,7.9,,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,Richard Brooks,"Elizabeth Taylor, Paul Newman, Burl Ives, Jack Carson","50,723",$17.57M
3130,Risky Business,1983,99.0,Comedy  Crime  Drama,6.8,,A Chicago teenager is looking for fun at home while his parents are away but the situation quickly gets out of hand.,Paul Brickman,"Tom Cruise, Rebecca De Mornay, Joe Pantoliano, Richard Masur","94,099",$63.50M
3131,Blue Jean,2022,97.0,Drama,7.5,,In 1988 a closeted teacher is pushed to the brink when a new student threatens to expose her sexuality.,Georgia Oakley,"Rosy McEwen, Kerrie Hayes, Lucy Halliday, Lydia Page",544,
3132,Pitch Black,2000,109.0,Action  Horror  Sci-Fi,7.1,49.0,A transport ship crashes and leaves its crew stranded on a desert planet inhabited by bloodthirsty creatures that come out during an eclipse.,David Twohy,"Radha Mitchell, Cole Hauser, Vin Diesel, Keith David","243,689",$39.24M
3133,Hatching,2022,91.0,Drama  Fantasy  Horror,6.3,,A young gymnast who tries desperately to please her demanding mother discovers a strange egg. She hides it and keeps it warm but when it hatches what emerges shocks them all.,Hanna Bergholm,"Siiri Solalinna, Sophia Heikkilä, Jani Volanen, Reino Nordin","11,132",
3134,Atomic Blonde,2017,115.0,Action  Thriller,6.7,,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,David Leitch,"Charlize Theron, James McAvoy, John Goodman, Eddie Marsan","197,498",$51.69M
3135,The System, 2022,97.0,Action  Crime,4.0,,When a young soldier newly returned from war gets caught up in a drug bust he is recruited by the authorities to go undercover in a notoriously dangerous prison in order to figure out what is really going on.,Dallas Jackson,"Jeremy Piven, Terrence Howard, Tyrese Gibson, Ric Reitz",780,
3136,Kingdom of the Planet of the Apes,2024,,Action  Sci-Fi,,,Plot unknown.,Wes Ball,"Dichen Lachman, Kevin Durand, Freya Allan, William H. Macy",,
3137,892,2022,103.0,Crime  Drama  Thriller,6.2,,A Marine war veteran faces mental and emotional challenges when he tries to reintegrate into civilian life.,Abi Damaris Corbin,"John Boyega, Nicole Beharie, Selenis Leyva, Michael Kenneth Williams","5,031",
3138,The Client,1994,119.0,Crime  Drama  Mystery,6.7,,A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.,Joel Schumacher,"Susan Sarandon, Tommy Lee Jones, Brad Renfro, Mary-Louise Parker","69,029",$92.12M
3139,Ender's Game,2013,114.0,Action  Adventure  Sci-Fi,6.6,51.0,Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind.,Gavin Hood,"Harrison Ford, Asa Butterfield, Hailee Steinfeld, Abigail Breslin","244,358",$61.74M
3140,Red One,2023,,Action  Adventure  Comedy,,,Plot under wraps.,Jake Kasdan,"Dwayne Johnson, Chris Evans, Wesley Kimmel, Lucy Liu",,
3141,Dark City,1998,100.0,Fantasy  Mystery  Sci-Fi,7.6,,A man struggles with memories of his past which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.,Alex Proyas,"Rufus Sewell, Kiefer Sutherland, Jennifer Connelly, William Hurt","203,077",$14.38M
3142,Career Opportunities,1991,83.0,Comedy  Romance,5.8,41.0,Jim is the dorky son of a local cement contractor who lives at home and has no direction. Josie is the gorgeous daughter of a wealthy businessman who dreams of leaving town. They find they have a lot in common.,Bryan Gordon,"Frank Whaley, Jennifer Connelly, Dermot Mulroney, Kieran Mulroney","15,785",$11.34M
3143,Fences,2016,139.0,Drama,7.2,,A working-class African-American father tries to raise his family in the 1950s while coming to terms with the events of his life.,Denzel Washington,"Denzel Washington, Viola Davis, Stephen McKinley Henderson, Jovan Adepo","110,950",$57.68M
3144,Gap,2022– ,,Romance,9.1,,Mon is an idol of Sam and when they meet again at the office she is surprised by her icy exterior. They are different in class and age with a gap of eight years between them.,,"Sarocha Chankimha, Rebecca Armstrong, Sutthatip Wutichaipradit, Amata Piyavanich","1,826",
3145,Chitty Chitty Bang Bang,1968,144.0,Adventure  Family  Fantasy,6.9,,A down-on-his-luck inventor turns a broken-down Grand Prix car into a fancy vehicle for his children and then they go off on a magical fantasy adventure to save their grandfather in a far-off land.,Ken Hughes,"Dick Van Dyke, Sally Ann Howes, Lionel Jeffries, Benny Hill","47,543",$7.50M
3146,Wish, 2023,,Animation  Adventure  Comedy,,,"Add a Plot
","Chris Buck, Fawn Veerasunthorn","Ariana DeBose, Alan Tudyk",,
3147,Fuller House,2016–2020,30.0,Comedy  Family,6.7,,In a continuation of Full House (1987) D.J. Fuller is a mother of three young boys and is a recent widow. D.J.s sister Stephanie her best friend Kimmy and Kimmys teenage daughter all move in to help raise her sons. The house is now a lot fuller.,,"Candace Cameron Bure, Jodie Sweetin, Fox Messitt, Andrea Barber","28,171",
3148,Insatiable,2018–2019,45.0,Comedy  Drama  Thriller,6.5,,A disgraced dissatisfied civil lawyer-turned-beauty pageant coach takes on a vengeful bullied teenager as his client and has no idea what hes about to unleash upon the world.,,"Dallas Roberts, Debby Ryan, Christopher Gorham, Kimmy Shields","29,904",
3149,Bad Boys II,2003,147.0,Action  Comedy  Crime,6.6,,Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.,Michael Bay,"Will Smith, Martin Lawrence, Gabrielle Union, Jordi Mollà","255,903",$138.61M
3150,Lullaby, 2022,89.0,Horror,4.8,,A new mother discovers a lullaby in an ancient book and soon regards the song as a blessing but her world transforms into a nightmare when the lullaby brings forth the ancient demon Lilith.,John R. Leonetti,"Oona Chaplin, Ramón Rodríguez, Liane Balaban, Mary Ann Stevens",893,
3151,Mad Max 2,1981,96.0,Action  Adventure  Sci-Fi,7.6,,In the post-apocalyptic Australian wasteland a cynical drifter agrees to help a small gasoline-rich community escape a horde of bandits.,George Miller,"Mel Gibson, Bruce Spence, Michael Preston, Max Phipps","184,129",$12.47M
3152,Patch Adams,1998,115.0,Biography  Comedy  Drama,6.8,,The true story of a heroic man Hunter Patch Adams determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before using humour and pathos.,Tom Shadyac,"Robin Williams, Daniel London, Monica Potter, Philip Seymour Hoffman","116,528",$135.03M
3153,Forhøret,2019–2023,30.0,Crime  Drama  Mystery,6.8,,Bjørn investigates the killing of his daughter. People around him believe she might have committed suicide but he doesnt accept that. Both the stakes and the suspense rise relentlessly as Bjørn inches closer to the truth.,,"Trine Dyrholm, Alma Ekehed Thomsen, Ulrich Thomsen, Lars Mikkelsen","2,044",
3154,Papillon, 2017,133.0,Adventure  Biography  Crime,7.2,51.0,Wrongfully convicted for murder Henri Charriere forms an unlikely relationship with fellow inmate and quirky convicted counterfeiter Louis Dega in an attempt to escape from the notorious penal colony on Devils Island.,Michael Noer,"Charlie Hunnam, Damijan Oklopdzic, Christopher Fairbank, Jason Ryan","78,454",$2.34M
3155,Where the Spies Are,1966,110.0,Adventure  Comedy,5.6,,A local doctor is recruited as a cold war spy to fulfill a very important secret mission in the Middle East only to experience that his mission is complicated by a sexy female double agent.,Val Guest,"David Niven, Françoise Dorléac, John Le Mesurier, Cyril Cusack",827,
3156,The Witch: Part 1 - The Subversion,2018,125.0,Action  Mystery  Sci-Fi,7.1,,A high school student with amnesia tries to uncover what has happened to her. All leading her into deeper troubles ultimately revealing a darkness she could not have imagined.,Park Hoon-jung,"Kim Da-mi, Min-soo Jo, Choi Woo-sik, Go Min-Si","14,116",
3157,The Mosquito Coast,1986,117.0,Adventure  Drama  Thriller,6.6,51.0,An inventor spurns his city life and moves his family into the jungles of Central America to make a utopia.,Peter Weir,"Harrison Ford, Helen Mirren, River Phoenix, Jadrien Steele","29,773",$14.30M
3158,Pocahontas, 1995,81.0,Animation  Adventure  Drama,6.7,58.0,An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,"Mike Gabriel, Eric Goldberg","Mel Gibson, Linda Hunt, Christian Bale, Joe Baker","191,678",$141.60M
3159,Candyman,2021,91.0,Horror  Thriller,5.9,,A sequel to the horror film Candyman (1992) that returns to the now-gentrified Chicago neighborhood where the legend began.,Nia DaCosta,"Yahya Abdul-Mateen II, Teyonah Parris, Nathan Stewart-Jarrett, Colman Domingo","68,150",
3160,Archive 81,2022,60.0,Drama  Horror  Mystery,7.3,,An archivist hired to restore a collection of tapes finds himself reconstructing the work of a filmmaker and her investigation into a dangerous cult.,,"Mamoudou Athie, Dina Shihabi, Evan Jonigkeit, Julia Chan","52,174",
3161,Inferno, 2016,121.0,Action  Adventure  Crime,6.2,42.0,When Robert Langdon wakes up in an Italian hospital with amnesia he teams up with Dr. Sienna Brooks and they race across Europe together against the clock to foil a deadly global plot.,Ron Howard,"Tom Hanks, Felicity Jones, Irrfan Khan, Ben Foster","179,836",$34.34M
3162,Equilibrium,2002,107.0,Action  Drama  Sci-Fi,7.3,,In an oppressive future where all forms of feeling are illegal a man in charge of enforcing the law rises to overthrow the system and state.,Kurt Wimmer,"Christian Bale, Sean Bean, Emily Watson, Taye Diggs","335,770",$1.20M
3163,Bridge of Spies,2015,142.0,Drama  History  Thriller,7.6,,During the Cold War an American lawyer is recruited to defend an arrested Soviet spy in court and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot Francis Gary Powers.,Steven Spielberg,"Tom Hanks, Mark Rylance, Alan Alda, Amy Ryan","315,465",$72.31M
3164,The Choice, 2016,111.0,Drama  Romance,6.5,,Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by lifes most defining events.,Ross Katz,"Benjamin Walker, Teresa Palmer, Alexandra Daddario, Maggie Grace","42,028",$18.71M
3165,The Core,2003,135.0,Action  Adventure  Sci-Fi,5.5,48.0,The only way to save Earth from catastrophe is to drill down to the core and set it spinning again.,Jon Amiel,"Aaron Eckhart, Hilary Swank, Delroy Lindo, Bruce Greenwood","103,051",$31.19M
3166,Cry Macho,2021,104.0,Drama,5.7,58.0,A one-time rodeo star and washed-up horse breeder takes a job to bring a mans young son home and away from his alcoholic mom. On their journey the horseman finds redemption through teaching the boy what it means to be a good man.,Clint Eastwood,"Clint Eastwood, Dwight Yoakam, Daniel V. Graulau, Amber Lynn Ashley","28,782",
3167,Bad Neighbours, 2014,97.0,Comedy,6.3,,After they are forced to live next to a fraternity house a couple with a newborn baby do whatever they can to take them down.,Nicholas Stoller,"Seth Rogen, Rose Byrne, Zac Efron, Lisa Kudrow","315,973",$150.16M
3168,Pompeii, 2014,105.0,Action  Adventure  Drama,5.5,,A slave-turned-gladiator finds himself in a race against time to save his true love who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts he must fight to save his beloved as Pompeii crumbles around him.,Paul W.S. Anderson,"Kit Harington, Emily Browning, Kiefer Sutherland, Adewale Akinnuoye-Agbaje","113,026",$23.22M
3169,The Danish Girl,2015,119.0,Biography  Crime  Drama,7.1,,A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerdas marriage and work evolve as they navigate Lilis groundbreaking journey as a transgender pioneer.,Tom Hooper,"Eddie Redmayne, Alicia Vikander, Amber Heard, Ben Whishaw","189,951",$11.11M
3170,Aquamarine,2006,110.0,Comedy  Family  Fantasy,5.4,51.0,Two teenage girls discover a mermaid in their beach clubs swimming pool.,Elizabeth Allen Rosenbaum,"Emma Roberts, JoJo, Sara Paxton, Jake McDorman","43,195",$18.60M
3171,Megamind,2010,95.0,Animation  Action  Comedy,7.3,,Evil genius Megamind finally defeats his do-gooder nemesis Metro Man but is left without a purpose in a superhero-free world.,Tom McGrath,"Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey","270,380",$148.42M
3172,Gamer,2009,95.0,Action  Sci-Fi  Thriller,5.7,,In a future mind-controlling game death row convicts are forced to battle in a Doom-type environment. Convict Kable controlled by Simon a skilled teenage gamer must survive thirty sessions in order to be set free.,"Mark Neveldine, Brian Taylor","Gerard Butler, Michael C. Hall, Ludacris, Amber Valletta","136,695",$20.49M
3173,Crisis,2021,118.0,Drama  Thriller,6.2,41.0,Set against the backdrop of the opioid epidemic stories of an undercover cop a professor and a grieving mother collide.,Nicholas Jarecki,"Gary Oldman, Armie Hammer, Evangeline Lilly, Greg Kinnear","11,766",
