,MovieTitle,MovieDate,MovieRunTime,MovieGenre,MovieRating,MovieScore,MovieDescription,MovieDirector,MovieStars,MovieVotes,MovieGross
447,Atlanta,2016–2022,30,"['Comedy', ' Drama', ' Music']",8.6,,"Earn and his cousin Alfred, based in Atlanta, try to make their way in the world through the rap scene. Along the way they come face-to-face with social and economic issues touching on race, relationships, poverty, status, and parenthood.",,"['Stars:Donald Glover', 'Brian Tyree Henry', 'LaKeith Stanfield', 'Zazie Beetz']","77,883",
448,That '90s Show,2023– ,30,"['Comedy', ' Drama', ' Romance']",6.4,,"Now it's 1995, Leia Forman is visiting her grandparents for the summer where she bonds with a new generation of Point Place, WI, kids under the watchful eye of Kitty and the stern glare of Red.",,"['Stars:Kurtwood Smith', 'Debra Jo Rupp', 'Callie Haverda', 'Ashley Aufderheide']","22,423",
449,Sex and the City,1998–2004,30,"['Comedy', ' Drama', ' Romance']",7.3,,Four female New Yorkers gossip about their sex lives (or lack thereof) and find new ways to deal with being a woman in the late 1990s.,,"['Stars:Sarah Jessica Parker', 'Kim Cattrall', 'Kristin Davis', 'Cynthia Nixon']","130,041",
450,Marlowe,2022,109,"['Crime', ' Mystery', ' Thriller']",5.8,41,"In late 1930s Bay City, a brooding, down on his luck detective is hired to find the ex-lover of a glamorous heiress.",Neil Jordan,"['Liam Neeson', 'Diane Kruger', 'Jessica Lange', 'Brenda Rawn']","1,236",
451,CSI: Crime Scene Investigation,2000–2015,60,"['Crime', ' Drama', ' Mystery']",7.7,,Series following an elite team of police forensic evidence investigation experts as they work their cases in Las Vegas.,,"['Stars:William Petersen', 'Laurence Fishburne', 'Ted Danson', 'George Eads']","85,173",
452,The Son,I) (2022,123,['Drama'],6.2,45,"Peter has his busy life with new partner Beth and their baby thrown into disarray when his ex-wife Kate turns up with their teenage son, Nicholas.",Florian Zeller,"['Vanessa Kirby', 'Felix Goddard', 'Max Goddard', 'Hugh Jackman']","4,625",
453,Django Unchained,2012,165,"['Drama', ' Western']",8.4,,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.",Quentin Tarantino,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington']","1,576,251",$162.81M
454,Violent Night,2022,112,"['Action', ' Comedy', ' Crime']",6.7,55,"When a group of mercenaries attack the estate of a wealthy family, Santa Claus must step in to save the day (and Christmas).",Tommy Wirkola,"['David Harbour', 'John Leguizamo', ""Beverly D'Angelo"", 'Alex Hassell']","64,681",
455,So Help Me Todd,2022– ,43,['Drama'],7.4,,"A talented P.I. agrees to work as the in-house investigator for his mother, who is reeling from the recent dissolution of her marriage.",,"['Stars:Marcia Gay Harden', 'Skylar Astin', 'Madeline Wise', 'Tristen J. Winger']","3,055",
456,Bones and All,2022,131,"['Drama', ' Horror', ' Romance']",6.9,,"Maren, a young woman, learns how to survive on the margins of society.",Luca Guadagnino,"['Timothée Chalamet', 'Taylor Russell', 'Mark Rylance', 'Kendle Coffey']","35,997",
457,American Beauty,1999,122,['Drama'],8.4,,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,Sam Mendes,"['Kevin Spacey', 'Annette Bening', 'Thora Birch', 'Wes Bentley']","1,164,021",$130.10M
458,To Leslie,2022,119,['Drama'],7.1,,"Inspired by true events. A West Texas single mother wins the lottery and squanders it just as fast, leaving behind a world of heartbreak. Years later, with her charm running out and nowhere to go, she fights to rebuild her life and find redemption.",Michael Morris,"['Andrea Riseborough', 'Drew Youngblood', 'Tom Virtue', 'Lauren Letherer']","7,311",
459,Emily in Paris,2020– ,30,"['Comedy', ' Drama', ' Romance']",6.9,,A young American woman from the Midwest is hired by a marketing firm in Paris to provide them with an American perspective on things.,,"['Stars:Lily Collins', 'Philippine Leroy-Beaulieu', 'Ashley Park', 'Samuel Arnold']","103,950",
460,American Pie,1999,95,['Comedy'],7.0,58,Four teenage boys enter a pact to lose their virginity by prom night.,"Directors:Paul Weitz, Chris Weitz","['Jason Biggs', 'Chris Klein', 'Thomas Ian Nicholas', 'Jennifer Coolidge']","413,675",$102.56M
461,The Outfit,2022,105,"['Crime', ' Drama', ' Mystery']",7.1,,An expert cutter must outwit a dangerous group of mobsters in order to survive a fateful night.,Graham Moore,"['Mark Rylance', 'Zoey Deutch', 'John Gumley-Mason', 'Stephen Knox']","49,057",
462,The Parent Trap,1998,128,"['Adventure', ' Comedy', ' Drama']",6.6,,"Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",Nancy Meyers,"['Lindsay Lohan', 'Dennis Quaid', 'Natasha Richardson', 'Elaine Hendrix']","142,551",$66.31M
463,Children of the Corn,2020,93,['Horror'],3.8,,"The film describes the events leading up to, and including, the massacre of the adults of a small town in Nebraska by their children, after the adults' irresponsibility ruins the crop and the children's future.",Kurt Wimmer,"['Elena Kampouris', 'Kate Moyer', 'Callan Mulvey', 'Bruce Spence']",322,
464,Murdoch Mysteries,2008– ,48,"['Crime', ' Drama', ' Mystery']",8.2,,"In the 1890s, William Murdoch uses radical forensic techniques for the time, including fingerprinting and trace evidence, to solve some of the city's most gruesome murders.",,"['Stars:Yannick Bisson', 'Helene Joy', 'Thomas Craig', 'Jonny Harris']","15,236",
465,Bruiser,2022,97,['Drama'],5.9,,"A 14-year-old boy turns to a charismatic loner for help after being beaten up, in director Miles Warren's searing feature debut about fathers, families, and the effects of fighting.",Miles Warren,"['Jalyn Hall', 'Trevante Rhodes', 'Shamier Anderson', 'Shinelle Azoroh']",445,
466,Jurassic Park,1993,127,"['Action', ' Adventure', ' Sci-Fi']",8.2,,A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,Steven Spielberg,"['Sam Neill', 'Laura Dern', 'Jeff Goldblum', 'Richard Attenborough']","1,001,569",$402.45M
467,Requiem for a Dream,2000,102,['Drama'],8.3,,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,Darren Aronofsky,"['Ellen Burstyn', 'Jared Leto', 'Jennifer Connelly', 'Marlon Wayans']","852,356",$3.64M
468,Unwelcome,2022,104,['Horror'],4.9,,"Married couple Maya and Jamie escape their urban nightmare to the tranquility of rural Ireland only to discover malevolent and murderous goblins lurking in the gnarled, ancient wood at the foot of their new garden.",Jon Wright,"['Hannah John-Kamen', 'Douglas Booth', 'Colm Meaney', 'Kristian Nairn']","1,423",
469,Get Out,I) (2017,104,"['Horror', ' Mystery', ' Thriller']",7.7,,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",Jordan Peele,"['Daniel Kaluuya', 'Allison Williams', 'Bradley Whitford', 'Catherine Keener']","627,780",$176.04M
470,2 Guns,2013,109,"['Action', ' Thriller']",6.7,55,"Two hardened criminals get into trouble with the US border patrol after meeting with a Mexican drug lord, and then revelations start to unfold.",Baltasar Kormákur,"['Denzel Washington', 'Mark Wahlberg', 'Paula Patton', 'Bill Paxton']","216,551",$75.61M
471,The Invitation,II) (2022,105,"['Horror', ' Thriller']",5.3,45,"A young woman is courted and swept off her feet, only to realize a gothic conspiracy is afoot.",Jessica M. Thompson,"['Nathalie Emmanuel', 'Thomas Doherty', 'Sean Pertwee', 'Hugh Skinner']","22,511",
472,Back to the Future,1985,116,"['Adventure', ' Comedy', ' Sci-Fi']",8.5,,"Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.",Robert Zemeckis,"['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover']","1,221,241",$210.61M
473,Guillermo del Toro's Cabinet of Curiosities,2022– ,60,"['Drama', ' Horror', ' Mystery']",7.0,,"Bizarre nightmares unfold in eight tales of terror in a visually stunning, spine-tingling horror collection curated by Guillermo del Toro.",,"['Stars:Lize Johnston', 'Kevin Keppy', 'Rupert Grint', 'Ben Barnes']","46,186",
474,Gladiator,2000,155,"['Action', ' Adventure', ' Drama']",8.5,,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,Ridley Scott,"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed']","1,516,975",$187.71M
475,Twin Peaks,1990–1991,47,"['Crime', ' Drama', ' Mystery']",8.8,,An idiosyncratic FBI agent investigates the murder of a young woman in the even more idiosyncratic town of Twin Peaks.,,"['Stars:Kyle MacLachlan', 'Michael Ontkean', 'Mädchen Amick', 'Dana Ashbrook']","201,601",
476,Cheers,1982–1993,22,"['Comedy', ' Drama']",7.9,,"The regulars of the Boston bar ""Cheers"" share their experiences and lives with each other while drinking or working at the bar where everybody knows your name.",,"['Stars:Ted Danson', 'Rhea Perlman', 'John Ratzenberger', 'George Wendt']","57,318",
477,24,2001–2010,44,"['Action', ' Crime', ' Drama']",8.4,,Counter Terrorism Agent Jack Bauer races against the clock to subvert terrorist plots and save his nation from ultimate disaster.,,"['Stars:Kiefer Sutherland', 'Mary Lynn Rajskub', 'Carlos Bernard', 'Dennis Haysbert']","189,363",
478,The Way Home,2023– ,42,['Drama'],7.7,,It follows the lives of the Landry family women.,,"['Stars:Evan Williams', 'Sadie Laflamme-Snow', 'Andie MacDowell', 'Chyler Leigh']",740,
479,Taxi Driver,1976,114,"['Crime', ' Drama']",8.2,,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",Martin Scorsese,"['Robert De Niro', 'Jodie Foster', 'Cybill Shepherd', 'Albert Brooks']","848,007",$28.26M
480,Poirot,1989–2013,100,"['Crime', ' Drama', ' Mystery']",8.6,,"The cases of eccentric, but sharp, Belgian detective Hercule Poirot.",,"['Stars:David Suchet', 'Hugh Fraser', 'Philip Jackson', 'Pauline Moran']","47,222",
481,The Sex Lives of College Girls,2021– ,27,['Comedy'],7.8,,"Four 18-year-old freshman roommates at Essex College in Vermont. A bundle of contradictions and hormones, these sexually active college girls are equal parts lovable and infuriating.",,"['Stars:Pauline Chalamet', 'Amrit Kaur', 'Reneé Rapp', 'Alyah Chanelle Scott']","23,578",
482,Don't Look Up,2021,138,"['Comedy', ' Drama', ' Sci-Fi']",7.2,49,Two low-level astronomers must go on a giant media tour to warn humankind of an approaching comet that will destroy planet Earth.,Adam McKay,"['Leonardo DiCaprio', 'Jennifer Lawrence', 'Meryl Streep', 'Cate Blanchett']","548,100",
483,The Resident,2018– ,60,['Drama'],7.8,,A group of doctors at Chastain Memorial Hospital face personal and professional challenges on a daily basis.,,"['Stars:Matt Czuchry', 'Manish Dayal', 'Bruce Greenwood', 'Malcolm-Jamal Warner']","28,437",
