,MovieTitle,MovieDate,MovieRunTime,MovieGenre,MovieRating,MovieScore,MovieDescription,MovieDirector,MovieStars,MovieVotes,MovieGross
3504,A Series of Unfortunate Events,2004,108,"['Adventure', ' Comedy', ' Family']",6.8,,"When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune.",Brad Silberling,"['Jim Carrey', 'Jude Law', 'Meryl Streep', 'Liam Aiken']","212,715",$118.63M
3505,The Twilight Saga: Eclipse,2010,124,"['Action', ' Adventure', ' Drama']",5.0,58,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",David Slade,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Xavier Samuel']","250,088",$300.53M
3506,Terror on the Prairie,2022,107,"['Drama', ' Thriller', ' Western']",5.3,,"On the Montana plains, a frontier woman must protect herself against a ruthless gang of outlaws hell-bent on revenge.",Michael Polish,"['Gina Carano', 'Nick Searcy', 'Donald Cerrone', 'Heath Freeman']","6,362",
3507,The Karate Kid,2010,140,"['Action', ' Drama', ' Family']",6.2,,"Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.",Harald Zwart,"['Jackie Chan', 'Jaden Smith', 'Taraji P. Henson', 'Wenwen Han']","189,912",$176.59M
3508,Funny Games,2007,111,"['Crime', ' Drama', ' Thriller']",6.5,44,Two psychopathic young men take a family hostage in their cabin.,Michael Haneke,"['Naomi Watts', 'Tim Roth', 'Michael Pitt', 'Brady Corbet']","99,299",$1.29M
3509,The Blair Witch Project,1999,81,"['Horror', ' Mystery']",6.5,,"Three film students vanish after traveling into a Maryland forest to film a documentary on the local Blair Witch legend, leaving only their footage behind.","Directors:Daniel Myrick, Eduardo Sánchez","['Heather Donahue', 'Michael C. Williams', 'Joshua Leonard', 'Bob Griffin']","267,390",$140.54M
3510,High Fidelity,2000,113,"['Comedy', ' Drama', ' Music']",7.4,,"Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress.",Stephen Frears,"['John Cusack', 'Iben Hjejle', 'Todd Louiso', 'Jack Black']","183,023",$27.29M
3511,Meet the Robinsons,2007,95,"['Animation', ' Adventure', ' Comedy']",6.8,,"Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate.",Stephen J. Anderson,"['Daniel Hansen', 'Wesley Singerman', 'Angela Bassett', 'Jordan Fry']","103,559",$97.82M
3512,Revenge of the Nerds,1984,90,['Comedy'],6.6,44,"At Adams College, a group of bullied outcasts and misfits resolve to fight back for their peace and self-respect.",Jeff Kanew,"['Robert Carradine', 'Anthony Edwards', 'Timothy Busfield', 'Andrew Cassese']","55,548",$40.90M
3513,The Sum of All Fears,2002,124,"['Action', ' Drama', ' Thriller']",6.4,45,"CIA analyst Jack Ryan must stop the plans of a Neo-Nazi faction that threatens to induce a catastrophic conflict between the United States and Russia's President by detonating a nuclear weapon at a football game in Baltimore, Maryland.",Phil Alden Robinson,"['Ben Affleck', 'Morgan Freeman', 'Ian Mongrain', 'Russell Bobbitt']","119,413",$118.91M
3514,Naked,1993,131,"['Comedy', ' Drama']",7.7,,An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,Mike Leigh,"['David Thewlis', 'Lesley Sharp', 'Katrin Cartlidge', 'Greg Cruttwell']","40,906",$1.77M
3515,The Hitchhiker's Guide to the Galaxy,2005,109,"['Adventure', ' Comedy', ' Sci-Fi']",6.7,,"Mere seconds before the Earth is to be demolished by an alien construction crew, journeyman Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",Garth Jennings,"['Martin Freeman', 'Yasiin Bey', 'Sam Rockwell', 'Zooey Deschanel']","201,468",$51.09M
3516,Power Book III: Raising Kanan,2021– ,60,"['Crime', ' Drama']",7.6,,"Power Book III: Raising Kanan is a prequel set in the 1990s that will chronicle the early years of Kanan Stark, the character first played by executive producer Curtis ""50 Cent"" Jackson.",,"['Stars:Patina Miller', 'London Brown', 'Malcolm M. Mays', 'Joey Bada$$']","4,730",
3517,M*A*S*H,1970,116,"['Comedy', ' Drama', ' War']",7.4,,The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.,Robert Altman,"['Donald Sutherland', 'Elliott Gould', 'Tom Skerritt', 'Sally Kellerman']","74,340",$81.60M
3518,Heartbreak High,2022– ,50,"['Drama', ' Romance']",7.7,,"A fresh look at Hartley High over 20 years on. With her new friends - outsiders Quinni and Darren - Amerie must repair her reputation, while navigating love, sex, and heartbreak.",,"['Stars:Ayesha Madon', 'James Majoos', 'Chloe Hayden', 'Asher Yasbincek']","7,509",
3519,Kung Fu Panda 2,2011,90,"['Animation', ' Action', ' Adventure']",7.2,,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",Jennifer Yuh Nelson,"['Jack Black', 'Angelina Jolie', 'Jackie Chan', 'Dustin Hoffman']","293,435",$165.25M
3520,Super Troopers,2001,100,"['Comedy', ' Crime', ' Mystery']",7.0,48,"Five Vermont state troopers, avid pranksters with a knack for screwing up, try to save their jobs and out-do the local police department by solving a crime.",Jay Chandrasekhar,"['Jay Chandrasekhar', 'Kevin Heffernan', 'André Vippolis', 'Joey Kern']","107,621",$18.49M
3521,Non-Stop,2014,106,"['Action', ' Mystery', ' Thriller']",6.9,56,"An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes.",Jaume Collet-Serra,"['Liam Neeson', 'Julianne Moore', 'Scoot McNairy', 'Michelle Dockery']","268,079",$92.17M
3522,Prince of Persia: The Sands of Time,2010,116,"['Action', ' Adventure', ' Fantasy']",6.6,50,A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.,Mike Newell,"['Jake Gyllenhaal', 'Gemma Arterton', 'Ben Kingsley', 'Alfred Molina']","293,824",$90.76M
3523,Little Demon,2022– ,26,"['Animation', ' Comedy', ' Horror']",6.9,,"After being impregnated by the Devil, a reluctant mother and her Antichrist daughter attempt to live an ordinary life in Delaware.",,"['Stars:Aubrey Plaza', 'Lucy DeVito', 'Danny DeVito', 'Seth Kirschner']","4,050",
3524,Best in Show,2000,90,['Comedy'],7.4,,A behind-the-scenes look into the highly competitive and cut-throat world of dog shows through the eyes of a group of ruthless dog owners.,Christopher Guest,"['Fred Willard', 'Eugene Levy', ""Catherine O'Hara"", 'Jennifer Coolidge']","63,699",$18.72M
3525,Diagnosis Murder,1993–2001,45,"['Crime', ' Drama', ' Mystery']",6.8,,"Dr. Mark Sloan has a knack for getting into trouble, negotiating the twists and turns of mysteries and solving crimes with the help of his son, Steve, a homicide detective.",,"['Stars:Dick Van Dyke', 'Barry Van Dyke', 'Victoria Rowell', 'Charlie Schlatter']","8,001",
3526,The November Man,2014,108,"['Action', ' Thriller']",6.2,,An ex-C.I.A. operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high-level C.I.A. officials and the Russian President-elect.,Roger Donaldson,"['Pierce Brosnan', 'Luke Bracey', 'Olga Kurylenko', 'Bill Smitrovich']","68,863",$24.98M
3527,Touched by an Angel,1994–2003,60,"['Drama', ' Family', ' Fantasy']",6.0,,Three angels are sent to Earth to tell depressed and troubled people that God loves them and hasn't forgotten them.,,"['Stars:Roma Downey', 'Della Reese', 'John Dye', 'Valerie Bertinelli']","7,444",
3528,Vampire Academy,2022,,"['Drama', ' Fantasy']",6.4,,"In a world of privilege and glamour, two young women's friendship transcends their strikingly different classes as they prepare to complete their education and enter royal vampire society.",,"['Stars:Sisi Stringer', 'Daniela Nieves', 'Kieron Moore', 'Jonetta Kaiser']","7,779",
3529,The Apartment,1960,125,"['Comedy', ' Drama', ' Romance']",8.3,,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",Billy Wilder,"['Jack Lemmon', 'Shirley MacLaine', 'Fred MacMurray', 'Ray Walston']","184,406",$18.60M
3530,"Paris, Texas",1984,145,['Drama'],8.1,,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",Wim Wenders,"['Harry Dean Stanton', 'Nastassja Kinski', 'Dean Stockwell', 'Sam Berry']","108,982",$2.18M
3531,A River Runs Through It,1992,123,['Drama'],7.2,,"Two sons of a stern minister - one reserved, one rebellious - grow up in rural 1920s Montana while devoted to fly fishing.",Robert Redford,"['Craig Sheffer', 'Brad Pitt', 'Tom Skerritt', 'Brenda Blethyn']","62,232",$43.44M
3532,Alone,V) (2020,98,"['Drama', ' Horror', ' Mystery']",6.2,,"A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her.",John Hyams,"['Jules Willcox', 'Marc Menchaca', 'Anthony Heald', 'Jonathan Rosenthal']","22,246",
3533,The Secret Life of the American Teenager,2008–2013,43,"['Comedy', ' Drama', ' Family']",4.9,,"15 year old Amy ends up pregnant after one night at band camp, throwing her whole life upside down. It doesn't help that she's now going to school with that guy.",,"['Stars:Shailene Woodley', 'Molly Ringwald', 'India Eisley', 'Mark Derwin']","20,392",
3534,Chevalier,2022,107,"['Biography', ' Drama', ' History']",6.0,,"Based on the true story of composer Joseph Bologne, Chevalier de Saint-Georges, the illegitimate son of an African slave and a French plantation owner, who rises to heights in French society as a composer before an ill-fated love affair.",Stephen Williams,"['Samara Weaving', 'Lucy Boynton', 'Minnie Driver', 'Marton Csokas']",217,
3535,Much Ado About Nothing,1993,111,"['Comedy', ' Drama', ' Romance']",7.3,,"Young lovers, and soon to wed, Hero and Claudio conspire to get verbal sparring partners and confirmed singles, Benedick and Beatrice, to wed as well.",Kenneth Branagh,"['Kenneth Branagh', 'Emma Thompson', 'Keanu Reeves', 'Kate Beckinsale']","49,493",$22.55M
3536,Junji Ito Maniac: Japanese Tales of the Macabre,2023– ,24,"['Animation', ' Drama', ' Horror']",5.9,,"From the mind of horror manga maestro Junji Ito comes a spine-tingling selection of some of his most bizarre, disturbing and terrifying tales.",,"['Stars:Bill Millsap', 'Dorah Fine', 'Mike McFarland', 'Marin M. Miller']","2,052",
3537,Grand Crew,2021– ,21,['Comedy'],6.9,,A group of friends unpack the ups and downs of life and love at a wine bar.,,"['Stars:Echo Kellum', 'Nicole Byer', 'Justin Cunningham', 'Aaron Jennings']","1,681",
3538,Bungou Stray Dogs,2016– ,24,"['Animation', ' Action', ' Comedy']",7.8,,"Nakajima Atsushi was kicked out of his orphanage, and now he has no place to go and no food. While he is standing by a river, on the brink of starvation, he rescues a man whimsically ...                See full summary »
",,"['Stars:Kaiji Tang', 'Mamoru Miyano', 'Max Mittelman', 'Yûto Uemura']","7,187",
3539,Annika,2021– ,,"['Crime', ' Drama', ' Mystery']",7.0,,"The sharp, witty and enigmatic DI Annika Strandhed heads up a new specialist Marine Homicide Unit (MHU), tasked with investigating unexplained, brutal, and seemingly unfathomable murders.",,"['Stars:Nicola Walker', 'Jamie Sives', 'Katie Leung', 'Ukweli Roach']","4,981",
3540,The Time Traveler's Wife,2022,45,"['Drama', ' Fantasy', ' Romance']",7.7,,"Tells the intricate love story of Clare and Henry, and a marriage with a problem... time travel.",,"['Stars:Rose Leslie', 'Theo James', 'Everleigh McDonell', 'Gui Agustini']","15,543",
3541,Lamb,2021,106,"['Drama', ' Fantasy', ' Horror']",6.3,,A childless couple discovers a mysterious newborn on their farm in Iceland.,Valdimar Jóhannsson,"['Noomi Rapace', 'Hilmir Snær Guðnason', 'Björn Hlynur Haraldsson', 'Ingvar Sigurdsson']","30,789",
3542,Sex Life,2019– ,,['Documentary'],5.3,,Voyeuristic documentary series about titillating sexual and erotic experiences.,,"['Stars:Rev Rucifer', 'Natasha Estrada', 'Barbara Ann Duffy', 'Vera Duffy']",230,
3543,The Croods,2013,98,"['Animation', ' Adventure', ' Comedy']",7.2,55,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.","Directors:Kirk DeMicco, Chris Sanders","['Nicolas Cage', 'Ryan Reynolds', 'Emma Stone', 'Catherine Keener']","219,676",$187.17M
3544,The Adjustment Bureau,2011,106,"['Romance', ' Sci-Fi', ' Thriller']",7.0,60,The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.,George Nolfi,"['Matt Damon', 'Emily Blunt', 'Lisa Thoreson', 'Florence Kastriner']","261,123",$62.50M
3545,Dilwale Dulhania Le Jayenge,1995,189,"['Drama', ' Romance']",8.0,,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.",Aditya Chopra,"['Shah Rukh Khan', 'Kajol', 'Amrish Puri', 'Farida Jalal']","72,085",
3546,Smiling Friends,2020– ,12,"['Animation', ' Short', ' Comedy']",8.5,,Follows employees of a small company dedicated to bringing happiness to a bizarre yet colorful world.,,"['Stars:Michael Cusack', 'Zach Hadel', 'Marc M.', 'Mick Lauer']","10,491",
3547,Vision Quest,1985,107,"['Drama', ' Romance', ' Sport']",6.6,55,"A high school wrestler in Spokane, Washington has trouble focusing on his training regimen when a beautiful young drifter takes up temporary residence at his home.",Harold Becker,"['Matthew Modine', 'Linda Fiorentino', 'Michael Schoeffling', 'Ronny Cox']","9,353",$12.90M
3548,Stuart Little,1999,84,"['Adventure', ' Comedy', ' Family']",6.0,,"The Little family adopt a charming young mouse named Stuart, but the family cat wants rid of him.",Rob Minkoff,"['Michael J. Fox', 'Geena Davis', 'Hugh Laurie', 'Jonathan Lipnicki']","139,543",$140.04M
3549,Slasher,2016– ,60,"['Crime', ' Drama', ' Horror']",6.7,,An anthology series featuring rampaging serial killers leaving carnage in their wake as their next victims fight to stay alive.,,"['Stars:Christopher Jacot', 'Paula Brancati', 'Joanne Vannicola', 'Dean McDermott']","15,104",
3550,Alvin and the Chipmunks,2007,92,"['Animation', ' Adventure', ' Comedy']",5.2,,Three musical chipmunks are discovered by an aspiring songwriter who wants to use their amazing singing abilities to become famous.,Tim Hill,"['Jason Lee', 'Ross Bagdasarian Jr.', 'Janice Karman', 'David Cross']","88,610",$217.33M
3551,The Dig,2021,112,"['Biography', ' Drama', ' History']",7.1,,An archaeologist embarks on the historically important excavation of Sutton Hoo in 1938.,Simon Stone,"['Carey Mulligan', 'Ralph Fiennes', 'Lily James', 'Johnny Flynn']","77,136",
3552,Young Guns,1988,107,"['Action', ' Western']",6.8,50,"A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted.",Christopher Cain,"['Emilio Estevez', 'Kiefer Sutherland', 'Lou Diamond Phillips', 'Charlie Sheen']","63,859",$45.66M
3553,The Mechanic,2011,93,"['Action', ' Crime', ' Thriller']",6.5,49,An elite hitman teaches his trade to an apprentice who has a connection to one of his previous victims.,Simon West,"['Jason Statham', 'Ben Foster', 'Donald Sutherland', 'Tony Goldwyn']","163,569",$29.12M
3554,Dark Shadows,2012,113,"['Comedy', ' Fantasy', ' Horror']",6.2,55,"An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his protection.",Tim Burton,"['Johnny Depp', 'Michelle Pfeiffer', 'Eva Green', 'Helena Bonham Carter']","271,345",$79.73M
3555,In the Heights,2021,143,"['Drama', ' Musical', ' Romance']",7.3,,"A film version of the Broadway musical in which Usnavi, a sympathetic New York bodega owner, saves every penny every day as he imagines and sings about a better life.",Jon M. Chu,"['Anthony Ramos', 'Corey Hawkins', 'Leslie Grace', 'Melissa Barrera']","48,563",
3556,Play Misty for Me,1971,102,"['Drama', ' Thriller']",6.9,,The life of a disc jockey is turned upside down after a romantic encounter with an obsessed fan.,Clint Eastwood,"['Clint Eastwood', 'Jessica Walter', 'Donna Mills', 'John Larch']","29,690",$11.80M
3557,The 13th Warrior,1999,102,"['Action', ' Adventure', ' History']",6.6,42,"A man, having fallen in love with the wrong woman, is sent by the sultan himself on a diplomatic mission to a distant land as an ambassador. Stopping at a Viking village port to restock on supplies, he finds himself unwittingly embroiled in a quest to banish a mysterious threat in a distant Viking land.","Directors:John McTiernan, Michael Crichton","['Antonio Banderas', 'Diane Venora', 'Dennis Storhøi', 'Vladimir Kulich']","127,080",$32.70M
3558,Pink Flamingos,1972,93,"['Comedy', ' Crime']",6.0,47,"Notorious Baltimore criminal and underground figure Divine goes up against a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive"".",John Waters,"['Divine', 'David Lochary', 'Mary Vivian Pearce', 'Mink Stole']","25,810",$0.18M
3559,Four Good Days,2020,100,['Drama'],6.5,52,A mother helps her daughter work through four crucial days of recovery from substance abuse.,Rodrigo García,"['Mila Kunis', 'Carla Gallo', 'Glenn Close', 'Stephen Root']","9,063",
3560,Baby Daddy,2012–2017,22,"['Comedy', ' Drama', ' Family']",7.3,,A 20-something bachelor bartender becomes an unlikely parent when an ex-girlfriend leaves a baby girl on his doorstep.,,"['Stars:Jean-Luc Bilodeau', 'Derek Theler', 'Melissa Peterman', 'Chelsea Kane']","20,867",
3561,Shallow Hal,2001,114,"['Comedy', ' Drama', ' Fantasy']",6.0,48,A shallow man falls in love with a 300-pound woman because of her inner beauty.,"Directors:Bobby Farrelly, Peter Farrelly","['Jack Black', 'Gwyneth Paltrow', 'Jason Alexander', 'Joe Viterelli']","136,717",$70.84M
3562,The Split,2018–2022,60,['Drama'],7.8,,"The Defoes, a family of female divorce lawyers, are forced to face their past following the return of their estranged father after a 30-year absence.",,"['Stars:Nicola Walker', 'Stephen Mangan', 'Annabel Scholey', 'Fiona Button']","8,801",
3563,Solar Opposites,2020– ,22,"['Animation', ' Comedy', ' Sci-Fi']",8.0,,"A family of aliens move to middle America, where they debate whether life is better there or on their home planet.",,"['Stars:Justin Roiland', 'Thomas Middleditch', 'Sean Giambrone', 'Mary Mack']","25,951",
3564,Black Lightning,2017–2021,43,"['Action', ' Drama', ' Sci-Fi']",6.1,,A crusading school principal gets back into action as the original African-American electrical superhero.,,"['Stars:Cress Williams', 'Nafessa Williams', 'Christine Adams', 'Marvin Jones III']","26,075",
3565,Another Life,2019–2021,43,"['Adventure', ' Drama', ' Mystery']",5.3,,Astronaut Niko Breckenridge and her young crew face unimaginable danger as they go on a high-risk mission to explore the genesis of an alien artifact.,,"['Stars:Katee Sackhoff', 'Samuel Anderson', 'A.J. Rivera', 'JayR Tinaco']","36,565",
3566,Judy,II) (2019,118,"['Biography', ' Drama', ' Music']",6.8,,Legendary performer Judy Garland arrives in London in the winter of 1968 to perform a series of sold-out concerts.,Rupert Goold,"['Renée Zellweger', 'Jessie Buckley', 'Finn Wittrock', 'Rufus Sewell']","52,041",
3567,"Me, Myself & Irene",2000,116,['Comedy'],6.6,49,A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.,"Directors:Bobby Farrelly, Peter Farrelly","['Jim Carrey', 'Renée Zellweger', 'Anthony Anderson', 'Mongo Brownlee']","241,633",$90.57M
3568,Forhøret,2019–2023,30,"['Crime', ' Drama', ' Mystery']",6.8,,"Bjørn investigates the killing of his daughter. People around him believe she might have committed suicide, but he doesn't accept that. Both the stakes and the suspense rise relentlessly as Bjørn inches closer to the truth.",,"['Stars:Trine Dyrholm', 'Alma Ekehed Thomsen', 'Ulrich Thomsen', 'Lars Mikkelsen']","2,048",
3569,The Tender Bar,2021,106,['Drama'],6.7,53,A boy growing up on Long Island seeks out father figures among the patrons at his uncle's bar.,George Clooney,"['Ben Affleck', 'Tye Sheridan', 'Daniel Ranieri', 'Lily Rabe']","29,857",
3570,Spy Kids 3: Game Over,2003,84,"['Action', ' Adventure', ' Comedy']",4.3,57,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",Robert Rodriguez,"['Daryl Sabara', 'Alexa PenaVega', 'Antonio Banderas', 'Carla Gugino']","62,236",$111.76M
3571,The Firm,1993,154,"['Drama', ' Mystery', ' Thriller']",6.8,58,A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.,Sydney Pollack,"['Tom Cruise', 'Jeanne Tripplehorn', 'Gene Hackman', 'Hal Holbrook']","138,703",$158.35M
3572,Papillon,I) (2017,133,"['Adventure', ' Biography', ' Crime']",7.2,51,"Wrongfully convicted for murder, Henri Charriere forms an unlikely relationship with fellow inmate and quirky convicted counterfeiter, Louis Dega, in an attempt to escape from the notorious penal colony on Devil's Island.",Michael Noer,"['Charlie Hunnam', 'Damijan Oklopdzic', 'Christopher Fairbank', 'Jason Ryan']","78,504",$2.34M
3573,"I Love You, Beth Cooper",2009,102,"['Comedy', ' Romance']",5.3,,"A nerdy valedictorian proclaims his love for Beth Cooper--the hottest, most popular girl in school--during his graduation speech. That very night, she shows up at his door offering to show him the best night of his life.",Chris Columbus,"['Hayden Panettiere', 'Paul Rust', 'Jack Carpenter', 'Lauren London']","36,196",$14.79M
3574,El Dorado,1966,126,"['Drama', ' Romance', ' Western']",7.5,,"Cole Thornton, a gunfighter for hire, joins forces with an old friend, Sheriff J.P. Hara. Together with an old Indian fighter and a gambler, they help a rancher and his family fight a rival rancher that is trying to steal their water.",Howard Hawks,"['John Wayne', 'Robert Mitchum', 'James Caan', 'Charlene Holt']","28,273",$12.97M
3575,Flash Gordon,1980,111,"['Action', ' Adventure', ' Sci-Fi']",6.5,58,A football player and his friends travel to the planet Mongo and find themselves fighting the tyranny of Ming the Merciless to save Earth.,Mike Hodges,"['Sam J. Jones', 'Melody Anderson', 'Max von Sydow', 'Topol']","58,251",
3576,Punch-Drunk Love,2002,95,"['Comedy', ' Drama', ' Romance']",7.3,,Socially frustrated Barry Egan calls a phone-sex line to curb his loneliness. Little does he know it will land him in deep trouble and will jeopardize his burgeoning romance with the mysterious Lena.,Paul Thomas Anderson,"['Adam Sandler', 'Emily Watson', 'Philip Seymour Hoffman', 'Jason Andrews']","168,581",$17.84M
3577,The Nightmare Before Christmas,1993,76,"['Animation', ' Family', ' Fantasy']",7.9,,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",Henry Selick,"['Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara"", 'William Hickey']","348,388",$75.08M
3578,Flipped,I) (2010,90,"['Comedy', ' Drama', ' Romance']",7.7,45,Two eighth-graders start to have feelings for each other despite being total opposites.,Rob Reiner,"['Madeline Carroll', 'Callan McAuliffe', 'Rebecca De Mornay', 'Anthony Edwards']","92,284",$1.75M
3579,Da Vinci's Demons,2013–2015,60,"['Adventure', ' Biography', ' Drama']",7.9,,"Follows Leonardo Da Vinci during his early days in Florence, as a young artist, inventor and dreamer, trying to change the future.",,"['Stars:Tom Riley', 'Gregg Chilingirian', 'Eros Vlahos', 'Laura Haddock']","77,537",
3580,How to Train Your Dragon 2,2014,102,"['Animation', ' Action', ' Adventure']",7.8,,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",Dean DeBlois,"['Jay Baruchel', 'Cate Blanchett', 'Gerard Butler', 'Craig Ferguson']","342,656",$177.00M
3581,Along Came a Spider,2001,104,"['Drama', ' Thriller']",6.4,42,"When a senator's daughter under Secret Service protection is kidnapped from a private school, detective Alex Cross investigates the case even though he's recovering from the loss of his partner.",Lee Tamahori,"['Morgan Freeman', 'Michael Wincott', 'Monica Potter', 'Dylan Baker']","90,236",$74.08M
3582,Rambo: First Blood Part II,1985,96,"['Action', ' Adventure', ' Thriller']",6.5,47,Rambo returns to the jungles of Vietnam on a mission to infiltrate an enemy base-camp and rescue the American POWs still held captive there.,George P. Cosmatos,"['Sylvester Stallone', 'Richard Crenna', 'Charles Napier', 'Steven Berkoff']","173,082",$150.42M
3583,The Last Boy Scout,1991,105,"['Action', ' Comedy', ' Crime']",7.0,52,"A private detective's protected female witness is murdered, prompting him and the victim's boyfriend to investigate the crime that leads to a corrupt politician and a crooked football team owner.",Tony Scott,"['Bruce Willis', 'Damon Wayans', 'Chelsea Field', 'Noble Willingham']","106,067",$59.51M
3584,The Taking of Pelham 123,2009,106,"['Action', ' Crime', ' Thriller']",6.4,55,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",Tony Scott,"['Denzel Washington', 'John Travolta', 'Luis Guzmán', 'Victor Gojcaj']","200,615",$65.45M
3585,The Sisterhood of the Travelling Pants,2005,119,"['Comedy', ' Drama', ' Romance']",6.5,,Four best girlfriends hatch a plan to stay connected with one another as their lives start off in different directions: they pass around a pair of secondhand jeans that fits each of their bodies perfectly.,Ken Kwapis,"['Amber Tamblyn', 'Alexis Bledel', 'America Ferrera', 'Blake Lively']","62,108",$39.01M
3586,The Witch: Part 1 - The Subversion,2018,125,"['Action', ' Mystery', ' Sci-Fi']",7.1,,A high school student with amnesia tries to uncover what has happened to her. All leading her into deeper troubles ultimately revealing a darkness she could not have imagined.,Park Hoon-jung,"['Kim Da-mi', 'Min-soo Jo', 'Choi Woo-sik', 'Go Min-Si']","14,165",
3587,Manhunter,1986,120,"['Crime', ' Mystery', ' Thriller']",7.2,,"Former FBI profiler Will Graham returns to service to pursue a deranged serial killer dubbed ""the Tooth Fairy"" by the media.",Michael Mann,"['William Petersen', 'Kim Greist', 'Joan Allen', 'Brian Cox']","75,634",$8.62M
3588,Born on the Fourth of July,1989,145,"['Biography', ' Drama', ' War']",7.2,,"The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country for which he fought.",Oliver Stone,"['Tom Cruise', 'Bryan Larkin', 'Raymond J. Barry', 'Caroline Kava']","109,200",$70.00M
3589,Married at First Sight,2014– ,83,"['Reality-TV', ' Romance']",6.2,,A reality show that follows singles yearning for a life-long partnership as they agree to a provocative proposal: getting legally married to a stranger the moment they first meet.,,"['Stars:Pepper Schwartz', 'Calvin Roberson', 'Viviana Coles', 'Jessica Griffin']","2,242",
3590,The Three Musketeers,1993,105,"['Action', ' Adventure', ' Romance']",6.4,43,"France, 1625: Young d'Artagnan heads to Paris to join the Musketeers but the evil cardinal has disbanded them - save 3. He meets the 3, Athos, Porthos and Aramis, and joins them on their quest to save the king and country.",Stephen Herek,"['Charlie Sheen', 'Kiefer Sutherland', ""Chris O'Donnell"", 'Oliver Platt']","56,424",$53.90M
3591,Star Trek: Nemesis,2002,116,"['Action', ' Adventure', ' Sci-Fi']",6.4,51,"The Enterprise is diverted to the Romulan homeworld Romulus, supposedly because they want to negotiate a peace treaty. Captain Picard and his crew discover a serious threat to the Federation once Praetor Shinzon plans to attack Earth.",Stuart Baird,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'LeVar Burton']","80,803",$43.25M
3592,Daredevil,2003,103,"['Action', ' Crime']",5.3,42,A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero.,Mark Steven Johnson,"['Ben Affleck', 'Jennifer Garner', 'Colin Farrell', 'Michael Clarke Duncan']","222,784",$102.54M
3593,Green Lantern,2011,114,"['Action', ' Adventure', ' Sci-Fi']",5.5,,"Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",Martin Campbell,"['Ryan Reynolds', 'Blake Lively', 'Peter Sarsgaard', 'Mark Strong']","288,368",$116.60M
